Author,Comment,Time
@GERALFALLEN,WaCALA! 🤑🤢🤮,40 minutes ago
@Jiusonium,"Ooh, a heavier song. I like it",40 minutes ago
@sodarocker,i love u guys,40 minutes ago
@JoakimManmark,I love where this album is heading!,41 minutes ago
@Coughiin,maquei presença 21 horas depois do lançamento,41 minutes ago
@rialcnis,Much better than all the fake  AI ones,41 minutes ago
@raybrandt,"HAHN!!!!

What a banger",41 minutes ago
@YioerSoui,"The opening features the entire ""Heavy is the crown"" vibe, but it abruptly shifts to the ""One step closer"" manner of the 2000s. One another outstanding LP. Well done.",41 minutes ago
@Bpakmen,waiting for Chester AI.,41 minutes ago
@trinideg5790,Excellent retour de LP 💪,41 minutes ago
@diegoc13,Too far to be disrespectful to anyone or paranoid so pls don't take this comment wrong but... Doesn't it seem like the lyrics are dedicated to or somehow related to Chester and his relationship with band members?,41 minutes ago
@wepoststuff,"Takes me back, thank you Linkin Park <3",41 minutes ago
@thzdzz,"Wtf. What a ridiculous dance, what the hell was that? This is as bizarre as imagining a Slipknot feat. Anitta.",42 minutes ago (edited)
@SylwiaKokot,Emily sounds like Sandra from Guano Apes,42 minutes ago
@danielcifuentes6432,ÉPIC!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!,42 minutes ago
@omarholmes8212,classic LP style I LOVE IT!!!!!,42 minutes ago
@levap8884,BANGER.,42 minutes ago
@OrManFTW,Mike Shinoda sues Mike Shinoda for copying Mike Shinoda,42 minutes ago
@mrseroth,Okay this was a very very good one ❤,42 minutes ago
@rcorn74,welcome back,42 minutes ago
@deathboy126,"Emptiness Machine = Living Things
Heavy is the Crown = Meteora
Over Each Other = One More Light
Two Faced = Hybrid Theory",43 minutes ago
@Taylexwow,For me they are 4 for 4 bangers right now,43 minutes ago
@roselyramos4075,Amazing!!!! 👏🔥,43 minutes ago
@Beschnet,"Dude grow up, enjoy the music 😂",35 minutes ago
@A7XdemesticPk,I'd argue that Heavy is the crown sounds more like The hunting party no?,16 minutes ago (edited)
@GabrielLeme11,​ @A7XdemesticPk  Guess Casuality sounds more like that,11 minutes ago
@Piper_Song_Tutorial, @A7XdemesticPk  nah it's not that heavy,8 minutes ago
@marcusfalding,I don’t think hitc sounds like a meteora song at all. Two faced fits better there imo,3 minutes ago
@OrManFTW,There's not a bad song on the album,41 minutes ago
@GuilhermeRodrigues-kx3ov,CQC,43 minutes ago
@kylebatteson9572,The heaviest song they've had in 20 years. Vocalist still sounds like Courtney Love trying to mimic Chester.,43 minutes ago
@Kaimangsangben,Missing chester Bennington 😢😭😭😭,44 minutes ago
@Laysser66,"Que bonita se ve mi mamá en traje, la quiero mucho",44 minutes ago
@fliegende_menschen,This song feels like  my Eatingdisorder,44 minutes ago
,Excelenteeeeeeeeeeeeeeeeee Yeaaaaaaaaaaaaaaaaaaaa LINKI PARK,44 minutes ago
@autornieznany1089,"THIS IS LIT, so far THE best song from new album ❤‍🔥🔥",44 minutes ago
@Joe-qe4cw,dude Emily s voice is damn good🤘🏻👌🏻🤌🏻,44 minutes ago
@triverbike1368,"""It's that wat ir is...? Tha's warriris...!""",44 minutes ago
@thedarkofthearc,This is insanely awesome!!!!! LP better than ever!,44 minutes ago
@Kapilbabel,2:35 WTF Dave.,45 minutes ago
@Esckey1,Love to see them have a good time!,45 minutes ago
@NickoE.O.S.,"Los quiero mucho LP 
Me alegraron en 2002 cuando los conocí 
Y me alegran hoy que volvieron ❤",45 minutes ago
@TheAlkebulanTrust,Linkin Park just know how to make hits it could be 4044 and you will be caught in the middle singing along...facts or definitely?,45 minutes ago
@ShyartiN,i dig the eastereggs to previous albums,46 minutes ago
@Bloodfox64,"The music video almost ruins the song, due to the contrast between the more serious tone of the song vs. just how much fun the band is visibly having while filming the video. It still great, but it definitely changes the tone of things.",46 minutes ago
@beanvillen24,She sucks and this isn’t LP! Fk off!,46 minutes ago
@GorgeousMiaAnderson-s7q,"Throwback to the old sound, SICK, and so flawless",46 minutes ago
@Pvalente20,Magnifique,46 minutes ago
@stevejackson3396,SCIENTOLOGY ROCKS!!!!!,46 minutes ago
@Loozie-i9u,kkk,40 minutes ago
@IntellektuellerZuruf,Nice 😂,30 minutes ago
@saulobrasil5178,"If you're going to cry, record audio",44 minutes ago
@paulevans6066,Nah she’s good. Chester would approve,38 minutes ago
@lazylaz2805,"I'm sorry, I just can't get behind this, and I swear I've tried... All you had to do Mike, is give it a new name... But this is literally the Disney remake of the original LP...",46 minutes ago
@raulbroscheit8219,"No sé porque, pero me suena a figure.09",46 minutes ago
@piyushchakraborty4587,"Please make soft, classic rock as minutes to midnight",46 minutes ago
@Jeferson_hetfield,falem o que quiser mais esse Linkin park tá foda de mais 🤘,47 minutes ago (edited)
@MayDsantyroom,Ya no suena como link,47 minutes ago
@raidhoknife3446,кайф!,47 minutes ago
@Zxcvbnmq527,Emily is good. People should stop expecting her to be like chester. She has her own style. And the band should also try to bring out more of the original Emily instead of trying to fit her like she's a chester replacement.,47 minutes ago
@patrickluckerbaka7409,"A really great track, but in the Intro the Intro i think the screamo was a little Low tbh ... IT should be louder, Harder , Something Like that, IT should be in the Spotlight but Its leistened Like its in the background ✌🏻
IT could be 10/15% louder or Something Like that. All in all, great track 🤟🏻",47 minutes ago
@hassandxb,LP is back babyyy!! 🔥🤘,47 minutes ago
@АлександрКаляквун,Еще есть порох в пороховницах❤,47 minutes ago
@tenebrisaeulous451,Linkin Park I've missed you. Favourite band of all time is back! What a feeling.,47 minutes ago
@MDann,❤❤❤,47 minutes ago
@szarusz,"I just heard ""One Step Closer"" for the first time again. This is the happiest I've been in years.",47 minutes ago
@Hunkyger,Waiting for the A.I. Version with the Chester Voice...don't like her singing..,48 minutes ago
@GhostGirl-dy7qc,AMAMOS ❤❤❤❤❤❤,48 minutes ago
@critico9764,THIS IS ELON MUSK 1:24,48 minutes ago
@TrippyWorksProductions420,Easily the best new single! Linkin Park is so back!,48 minutes ago
@Bwern,Chester looking kinda different,48 minutes ago
@jpo3499,This sucks,48 minutes ago
@CorpoHawkWasabi,It sounds like 3 days grace when They replaced Adam Gontier with much weaker singer.,48 minutes ago
@rghuyx-4tlkg,"Rename? chester said bands should never change their name. So, chester disagrees with you.",43 minutes ago
@lazylaz2805,@rghuyx-4tlkg  I'm glad he has you to speak on his behalf... But it doesn't change my opinion...,31 minutes ago
@IntellektuellerZuruf,"​ @rghuyx-4tlkg I agree with u, but this isn't  the same Band anymore, so ..",27 minutes ago
@rghuyx-4tlkg," @IntellektuellerZuruf  chester became the lead vocalist for stone temple pilots when their lead vocalist died. They wanted to change the band name, chester said no, the name is your legacy.",23 minutes ago
@saulobrasil5178,"If you're going to cry, record audio",43 minutes ago
@saulobrasil5178,"If you're going to cry, record audio",43 minutes ago
@saulobrasil5178,"If you're going to cry, record audio",43 minutes ago
@jpo3499,@ this sucks,39 minutes ago
@LiefLayer,"shut up, this is good",31 minutes ago
@theweaselcat3564,"RIP CB. Good luck to Emily, Mike and Crew.",48 minutes ago
@LeandroMorales-b1m,she doesnt sound anything like this live,48 minutes ago
@h-projectofficial5505,Emily voice is another level 🔥🔥🔥,48 minutes ago
@geancfs,we are so backkkkkkk,49 minutes ago
@nfamouswannabe,Song is cool. Video is corny af,49 minutes ago
@Hieisgurl26,"I didn't know I needed LP in suits, but here I am. Loving it!",49 minutes ago
@대다나다-w6u,서태지여,49 minutes ago
@pedroalejandrohinojozarosa6243,👌👏🤯 Gracias Linkin Park ❤,49 minutes ago
@RealityWHAT,Nope.. unpopular opinion… hate it.,49 minutes ago
@brunaap843,One of the best clips !!!!! 👏,49 minutes ago
@paddyd.7137,"There are few bands that can keep their style and musical fingerprint, while changing a lead singer.

This is one of them. Good Choice. Fits in perfectly.

P.S.: Sorry for that fucked up election result over there 😮😬😖

How do you cool peaple deal with it?",50 minutes ago
@Materva_,Absolute cringe 😬 This experiment isn't working!,50 minutes ago
@대다나다-w6u,😮,50 minutes ago
@ivans.960,Amazing👌💪👍,50 minutes ago
@sverepyigari9111,Классно 👍 Но прям напоминает SKILLET,50 minutes ago
@XxRamaX,Love this ❤❤❤❤,50 minutes ago
@AlexMaikov,по русски - гавно.,50 minutes ago
@GHBobBrownbear,thx for rocking again :D,50 minutes ago
@andrews8567,Feels like a one step closet QWERTY mash up. Epic song,51 minutes ago
@andrashomlok8342,"I read somewhere that Mike said that the new band couldn't be named anything else but Linkin Park because we will see the new album will be so Linkin Park. Ohhh yeeesss, Emptiness Machine rocked, Over each other rocked... and this one is so fuckin' rocking that it's a straight  LINKINPARK kick in the stomach right after opening the door! 🤘👌",51 minutes ago (edited)
@saulobrasil5178,"If you're going to cry, record audio",42 minutes ago
@Loozie-i9u, @saulobrasil5178  Vai repetir isso em todo comentário que você não gostar?,37 minutes ago
@tydal2111,average normie,49 minutes ago
@perry3770,Cope.,44 minutes ago
@Materva_,@perry3770  Cry harder that it's bad. Low standards are unbecoming! 😂,24 minutes ago
@paulevans6066,We all miss him. Chester made his  decision. Left behind six kids,12 minutes ago
@voguier6406,"TOP 🔝 
🇺🇦🇺🇦🇺🇦🇺🇦🇺🇦🇺🇦🇺🇦🇺🇦🇺🇦🇺🇦🇺🇦🇺🇦",51 minutes ago
@mrnadya,Em is out 🔥Hater's count down to zero !,51 minutes ago
@DP-yu4rr,guano Apes is better,51 minutes ago
@Oldskull55,Esperando que salga la versión con IA de Chester :D,51 minutes ago
@dominicnevins2144,"Emily during the song: 🤬
Emily, literally, the second the song ends: 🤪",51 minutes ago
@katarinagratton4992,Waiting for tomorrow! 15.11.2024,51 minutes ago
@nyko78650,Yeah !!!!!!!!!!! I love you LP !!!!,51 minutes ago
@Raspotnik,I actually love this. We are indeed on the same page right now.,52 minutes ago (edited)
@Mave-pv3xm,LinkinPark! Thank you so much for having you back again! We will always love you!,52 minutes ago
@omegaman6494,Respect due to Emily and to Colin (a co-producer) and Alex,52 minutes ago
@thedeepend7530,John Wick as DJ 😂,52 minutes ago
@zohankhan240,That's something new... But I like it...❤,52 minutes ago
@michaeltushki,I’m speechless wow LP you guys have just made history live here she is insane and Mike you incredible! Say thank you to Our Lord Jesus Christ for everything you guys have!!!! So much talent!,53 minutes ago
@Ordan91,"Bruh, this song RIPS!!",53 minutes ago
@hfn_rust_f1039,OK i like Aphex twin. :P,53 minutes ago
@infinit0137,"I'm digging the new era of Linkin Park from when they started performing again months ago and now.  RIP Chester Bennington, there's no replacement for you.  This is just a new chapter of Linkin Park and I'm all for it.",53 minutes ago
@deniseouillette6995,Chester would of loved her...,53 minutes ago
@Velnix21,I kind of feel like this song feels similar to Nobody’s Listening and Points of Authority than something like Numb.,53 minutes ago
@emitkoo,Who loves Emily's goofy dancing moves same as I do?,53 minutes ago
@rominapetranzan4506,very beautiful,53 minutes ago
@Sergi0616-w3o,Tienes 30 y estás calvo verdad?,49 minutes ago
@Loozie-i9u, @Sergi0616-w3o  You know your fellow man,36 minutes ago
@WarriorofChaos20,This is one of them most 90s music videos I've seen in a long time,53 minutes ago
@Maxo_Guzman,watch how the production are dancing is very funny,54 minutes ago
@invertedmayo,We are so back!,54 minutes ago
@zindexcourses,YES THE SCRATCHES YEEEEEEEEES,54 minutes ago
@igorti3570,"sry, -",54 minutes ago
@javierbecerra6348,Maybe he wanted to retrieve it,54 minutes ago
@fernagiu,No me gusta nada. Chester te extraño.,54 minutes ago
@jairovergara3000,Esto es Linkin park  amigos 😎🤙,54 minutes ago
@anonrendom4354,A bit like Sandra Nasic 🎉,54 minutes ago
@ItachiUchiha-lr3yr,Sounds Like Limp Bizkit😂😂😂,54 minutes ago
@DanyPrayoga-d3z,Geloooo😊😊😊,55 minutes ago
@alessandrope6860,A banda ficou melhor que antes.,55 minutes ago
@daisuke-if3nn,なーんだ、衣装は初期のロットンのパクリか(嬉),55 minutes ago
@AramisBrewer,Where's my stuff,55 minutes ago
@Skytchu,I can't wait to recieve my blueberry vinyle <3,55 minutes ago
@7717-s2z,гуано эйпс + шинода - гуанода - но никак не линкин парк.,55 minutes ago
@FutureGian,Such a banger.,55 minutes ago
@yzfster1818,Faint,55 minutes ago
@Leandro-k8q,NXT,56 minutes ago
@conradbo1,Very good and interesting,56 minutes ago
@blainethemono2607,Легенды вернулись.,56 minutes ago
@thomaslemercier2513,"Au diable , tout ce qui pensent que Linkin Park ne sont pas renaît !!",56 minutes ago
@ohmygodtheresa1111.,Just because she’s a bike (obviously I can’t say the D word) doesn’t mean she fits in as one of the dudes for this band,56 minutes ago
@Francesca-pb6hv,My heart is shaking ❤ endless love for my Linkin Park ❤️ proud Soldier from Italy since 2003🔥❤️,56 minutes ago
@peenameng,10/10,56 minutes ago
@li_B4shar_il,Not bad,56 minutes ago
@mikaelnordberg8665,Now were talking,56 minutes ago
@rodolfocmartins,SELOKOOOOOOOOOOO ... QUE SOM FODAAAAAAAAAA ! <3,56 minutes ago
@mandybedevere,"This is still old good Linkin Park but a bit refreshed.
Amazing!  Amazing!! Amazing!!!
So may steps closer <3",57 minutes ago
@skepticalbadger,Absolutely LOVE how heavy this is.,57 minutes ago
@rafaellopes5891,"Só pedrada, se é louco!",57 minutes ago
@dylanparrott8347,Never thought we get a sequel of one step closer but here we are,57 minutes ago
@belr8883,"Chester: SHUT UP WHEN I'M TALKING TO YOU!!
Emily: STOP YELLING AT ME!!",57 minutes ago
@xevilopeztube,So happy to see the Meteora vibes are coming back :D,57 minutes ago
@firas181,Free Palestine 🇵🇸,57 minutes ago
@droptaus8681,"The real scratching is back, I missed that so much!! Fire🔥",57 minutes ago
@kingbaltimore20,"Oh yeah, you can tell LP is back and happier than two fat kids at Hershey Park. This video did not disappoint",58 minutes ago
@karmaspcs,nope. that sounds so generical metal whatever band,58 minutes ago
@DoYaPhilMeh,LP haters have to be embarrassed... shooting out the gate with 3 original bangers BACK TO BACK is nasty work to quiet haters.,58 minutes ago
@javierhermida7571,Ahhhhh total power !!!👏 👏 👏,58 minutes ago
@PepGuard-tp4ny,Chester is right,14 minutes ago
@danbmx605,Too fricking good 👌🏻,58 minutes ago
@xDrac,That was good and takes me back,58 minutes ago
@Mrvegas6666,Man....this felt like a visit from an old friend...pure fire!,59 minutes ago
@AS--999,"Emily: <opening scream of the song>

Everyone: <smashes like button>",59 minutes ago
@danielmartinbenitopalomo7236,Ouuuu yeah what a song baby,59 minutes ago
