Author,Comment,Time
@PepGuard-tp4ny,Chester was much better.,4 hours ago
@PATRICK30999,Remember when this band was good,4 hours ago
@andresgonzalez9185,"Astutos los de Linkin Park, ponen a una chica guapa a remplazar a chester. Yo ya casi no lo extraño",4 hours ago
@torn1975,They’re SO back! Awesome,4 hours ago
@lnazh6313,Bitxh just Trying to scream and be like chester pissed me off,4 hours ago (edited)
@tvorec7873,figure.09 and one step closer,4 hours ago
@Aachouqueeutavabrincando,The same vibe I felt in the 2000s thanks Linkin park... Everything reminds me of a step closer this is amazing. Thank you very much!!,4 hours ago
@Ursuss21,Is this Three Days Grace - Painkiller? It's cool anyway.,4 hours ago
@SunsetWaffuruBcu,"Linkin park is back, baby ❤",4 hours ago
@beezybeez7231,This is so good but you must hear “The Wave” or “City” by SLT 🤘🌊🌃,4 hours ago
@beezybeez7231,This is so good but you must hear “The Wave” or “City” by SLT 🤘🌊🌃,4 hours ago
@beezybeez7231,This is so good but you must hear “The Wave” or “City” by SLT 🤘🌊🌃,4 hours ago
@Cryzeeeh,Heavy is the Crown was the comeback bro,4 hours ago
@reviewerreviewer2048,Research online what Chester's mom thinks,3 hours ago
@OllieGrigg,Linkin park is the most mediocre band so it isn’t.,3 hours ago
@ryandonovan5895," @reviewerreviewer2048  Chester's mom speaks for herself....and only Chester could speak for himself. Regardless, LP (as currently constituted) does not need ANYONE'S permission to do what they're doing. Don't like it?  Go away, then.",3 hours ago
@adlerweb, @reviewerreviewer2048  So you and your mom always think the same?,3 hours ago
@Sorinacio206," @reviewerreviewer2048  It really doesn't matter what his mom thinks, this is not her band. Is their band, Mike's and rest of the gang. They have the right to continue. Linkin Park is their effort too and nobody should hate them for this. Even Chester's mom.",3 hours ago
@acetrexofficial, @Cryzeeeh Bro…,3 hours ago
@ryandonovan5895," @Cryzeeeh  first single/performed song was Emptiness Machine, HITC was 2nd",2 hours ago
@beezybeez7231,This is so good but you must hear “The Wave” or “City” by SLT 🤘🌊🌃,4 hours ago
@beezybeez7231,This is so good but you must hear “The Wave” or “City” by SLT 🤘🌊🌃,4 hours ago
@beezybeez7231,This is so good but you must hear “The Wave” or “City” by SLT 🤘🌊🌃,4 hours ago
@beezybeez7231,This is so good but you must hear “The Wave” or “City” by SLT 🤘🌊🌃,4 hours ago
@beezybeez7231,This is so good but you must hear “The Wave” or “City” by SLT 🤘🌊🌃,4 hours ago
@LaKlerre,"Before, NOW and FOREVER?!?!",4 hours ago
@beezybeez7231,This is so good but you must hear “The Wave” or “City” by SLT 🤘🌊🌃,4 hours ago
@PepGuard-tp4ny,Guapa? 😂😂😂😂,4 hours ago
@beezybeez7231,This is so good but you must hear “The Wave” or “City” by SLT 🤘🌊🌃,4 hours ago
@beezybeez7231,This is so good but you must hear “The Wave” or “City” by SLT 🤘🌊🌃,4 hours ago
@beezybeez7231,This is so good but you must hear “The Wave” or “City” by SLT 🤘🌊🌃,4 hours ago
@lnazh6313,@beezybeez7231   now I'm in your little game,4 hours ago
@beezybeez7231,This is so good but you must hear “The Wave” or “City” by SLT 🤘🌊🌃,4 hours ago
@beezybeez7231,This is so good but you must hear “The Wave” or “City” by SLT 🤘🌊🌃,4 hours ago
@beezybeez7231,This is so good but you must hear “The Wave” or “City” by SLT 🌊🌃🤘,4 hours ago
@beezybeez7231,This is so good but you must hear “The Wave” or “City” by SLT 🌊🌃🤘,4 hours ago
@SunsetWaffuruBcu,"@ Thanks for this suggestion, it's exactly my taste in music and I saved it directly to my playlist.",4 hours ago
@jawsh6027,🔥🔥🔥🔥🔥🔥,4 hours ago
@christianalencar-j9n,"O comentário brasileiro que você estava atras. Que música meus amigos, que música !",4 hours ago (edited)
@rodrigoshow182,"Wow, they really came back to their roots!! Amazing!! 🇧🇷🇧🇷",4 hours ago
@JustxWrestling,Love seeing a band enjoying their own music this much ❤️🤘,4 hours ago
@suyashjoshi4502,NFS most wanted kinda song,4 hours ago
@invinciblefeelings1439,Fire 🔥🔥,4 hours ago
@surrahnicole,"This is why it was so important for Linkin Park to make a comeback without Chester. They’re ALL talented MFers and the world needs to hear more. As missed as he is, this is amazing and I think he’d be proud of them for making a comeback and doing big things. Side note, I love Emily’s lil dancey dances lol.",4 hours ago
@เทวะพันธุ์วิเชียรศิลป์,หอมกลิ่นเก่าโชยมา  อาาา คิดถึงเหลือเกิน,4 hours ago
@Vikky_V,THIS IS SOO GOOD!🤯🖤 love the old lp style with Em's spin on it!,4 hours ago
@ПавелПодковыров-щ2я,"Очень смело, красавчики!",4 hours ago
@davidking85,AMO!!!!-,4 hours ago
@kitovsk,WOW! New GuanoApes!!!! ))),4 hours ago
@kokoronoheiwa,Im sharing. Stop me....,4 hours ago
@DaniBoy-pc9zq,Pretty epic,4 hours ago
@SarwarNouri,yes,4 hours ago
@srshk74,"Lyrics:

Last time, I was hanging by a thread (Thread)
Tryna say I'm not, but I'm in it over my head (Head)
That's when I figured out where it led
Beginnin' to realize that you put me over the edge

Your truth's not rigid, your rules aren't fair
The dark's too vivid, the light's not there
I start to give in, but I can't bear
To put it all behind, I run into it blind like

Two faced, caught in the middle
Caught in the middle
Too late, countin' to zero
Countin' to zero
You should havе recognized
It's too late for choosing sidеs
Two-faced, caught in the middle
Caught in the middle (Two faced)

Last time, you told me it wasn't true (True)
And pointin' every finger at things that you didn't do (Do)
So that's why I kept missin' the clues
And never realized that the one that did it was you

Your truth's not rigid, your rules aren't fair
The dark's too vivid, the light's not there
I start to give in, but I can't bear
To put it all behind, I run into it blind like

Two faced, caught in the middle
Caught in the middle
Too late, countin' to zero
Countin' to zero
You should have recognized
It's too late for choosing sides
Two-faced, caught in the middle
Caught in the middle (Two faced)

I can't hear myself think
I can't hear myself think
I can't hear myself think

Stop yelling at me
I can't hear myself think, yeah
Stop yelling at me
Stop yelling at me
Stop yelling at me

Two faced, caught in the middle
Caught in the middle
Too late, countin' to zero
Countin' to zero
You should have recognized
It's too late for choosing sides
Two faced, caught in the middle
Caught in the middle, caught in the middle
Caught in the middle, caught in the middle
Caught in the middle (Two faced)",4 hours ago (edited)
@smeta86,🔥🔥🔥🔥🔥🔥,4 hours ago
@laurenztkaczenko,Figure.10,4 hours ago
@arachano89,That reverse shot at 0:44 is great,4 hours ago
@Hxzzyn,banger,4 hours ago
@beezybeez7231,This is so good but you must hear “The Wave” or “City” by SLT 🌊🌃🤘,4 hours ago
@beezybeez7231,This is so good but you must hear “The Wave” or “City” by SLT 🌊🌃🤘,4 hours ago
@beezybeez7231,This is so good but you must hear “The Wave” or “City” by SLT 🌊🌃🤘,4 hours ago
@beezybeez7231,This is so good but you must hear “The Wave” or “City” by SLT 🌊🌃🤘,4 hours ago
@JustxWrestling,@beezybeez7231  Will do ! Thanks 😁🤘,4 hours ago
@beezybeez7231,This is so good but you must hear “The Wave” or “City” by SLT 🌊🌃🤘,4 hours ago
@beezybeez7231,This is so good but you must hear “The Wave” or “City” by SLT 🌊🌃🤘,4 hours ago
@beezybeez7231,This is so good but you must hear “The Wave” or “City” by SLT 🌊🌃🤘,4 hours ago
@beezybeez7231,This is so good but you must hear “The Wave” or “City” by SLT 🤘🌃🤘,4 hours ago
@beezybeez7231,This is so good but you must hear “The Wave” or “City” by SLT 🤘🌃🤘,4 hours ago
@beezybeez7231,This is so good but you must hear “The Wave” or “City” by SLT 🤘🌃🤘,4 hours ago
@beezybeez7231,This is so good but you must hear “The Wave” or “City” by SLT 🤘🌃🤘,4 hours ago
@beezybeez7231,This is so good but you must hear “The Wave” or “City” by SLT 🤘🌃🤘,4 hours ago
@beezybeez7231,This is so good but you must hear “The Wave” or “City” by SLT 🤘🌃🤘,4 hours ago
@beezybeez7231,This is so good but you must hear “The Wave” or “City” by SLT 🤘🌃🤘,4 hours ago
@beezybeez7231,This is so good but you must hear “The Wave” or “City” by SLT 🤘🌃🤘,4 hours ago
@beezybeez7231,This is so good but you must hear “The Wave” or “City” by SLT 🤘🌃🤘,4 hours ago
@beezybeez7231,This is so good but you must hear “The Wave” or “City” by SLT 🤘🌃🤘,4 hours ago
@Ingrimm2,"That riff, that voice ...Uuuuuuuuuuuuuuuuuuuuuuuuuuuh <3",4 hours ago
@KPCflipping,Limp Bizkit style baby ayeaah,4 hours ago
@czolgistta,"Anybody gets that Guano Apes vibe too? 😎😎😎

LEEEEET'S GOOO LP!!!",4 hours ago
@chained-x-official,Yesssss 🤘😍,4 hours ago
@dawwgf,"Kinda underwhelming tbh. Idk if it’s the vocalist that just doesn’t add enough, or if the instrumental is just a bit weak, or a combination of both. But it’s really not anything groundbreaking to me.",4 hours ago
@funny_animals92,Он степ Клос на минималках,4 hours ago
@bartholomeoblundell5772,very original riff ..... from one step closer,4 hours ago
@AWDTH1111,This is gay as hell. Let Nu Metal stay dead lol,4 hours ago
@nandoscunha,"I'm really loving that we'll be getting in touch, inch by inch, about Emily's energy. For those (like me) that didn't know about her before, this video was extremely fun and intense - go for it, Emily!!!! Great song, great energy and solid LP dna.",4 hours ago
@stefanbuttner9158,Emily is the best.,4 hours ago
@namelesske,2 little 2 late,4 hours ago
@Chaospandaaa,:face-red-heart-shape:,4 hours ago
@Jose10245,Loved it,4 hours ago
@coya29,"waaaaaaaaaaaaaao que genial,,, tiene toda la escencia del Linkin Park anterior ,,,, que geeeeenial :p",4 hours ago
@ТитовМаксим-р2э,:virtualhug:Зачем ты переводишь мое сообщение?:goodvibes:ты пупсик,4 hours ago
@HansjörgWille,R.I.P Chester❤,4 hours ago
@biaali1,LP EVERYWHERE ERA IS BACK BABY 🔥 🔥🔥,4 hours ago
@ghremixofficial,Emily gives me Sandra / Guano Apes vibe...,4 hours ago
@patriciacarreon2192,GREETINGS from México,4 hours ago
@alaska8511,Freaking amazinnnggggg,4 hours ago
@vladklein,"Please change this singer
its cringe",4 hours ago (edited)
@Tenyson-b,"Increíble canción, los quiero mucho.",4 hours ago
@Hablajordy,Perú 🇵🇪!!!!!!,4 hours ago
@gio2l18,seeeeee !!!Music is not die!!!,4 hours ago
@dansemacabre5123,That guitar riff - it's like reliving the first time I heard One Step Closer!,4 hours ago
@keny2473,Está canción podría estar en una película de rápidos y furiosos o en algun need for speed 😍,4 hours ago
@miguelmerino6144,"La LP no murió. Noviembre. Buenos Aires , Argentina.",4 hours ago
@chadguts600,Mr.Hahn is officially John Wick now. 😂,4 hours ago
@pedrohyorow,💥💥💥💥💥💥,4 hours ago
@miguelmerino6144,"La LP no murió. Noviembre. Buenos Aires , Argentina.",4 hours ago
@thechrissguy,Welcome back Hybrid Theory.,4 hours ago
@l.l.8012,Popatrzcie na nas,4 hours ago
@RaconSalazar,Common haters. Isn't this enough?,4 hours ago
@phil.ravelife,This is the sound of (old) Linkin Park. Wow! 🫶🏻,4 hours ago
@timurkhodyrev,Amazing ❤,4 hours ago
@MailinRosales-j5z,Wow😊,4 hours ago
@maryanagg1,❤❤❤❤❤❤❤,4 hours ago
@jokaron__jo_designs_tattoo2626,i unfortunately confirm... i dont like anymore linkin park,4 hours ago
@Alex-gw1zw,"I love how all these new songs bring some old sounds, blend them with the new, and bring on a new chapter for LP. It's also a bonus you can interpret a lot of the lyrics as a response to the flack they've been getting for hiring Emily. Two-Faced: Fans who claimed to love Lincoln Park but hated on them for continuing without Chester. ""It’s too late for choosing sides"" Chester is dead, this is Lincoln Park now. Are you a fan or are you two-faced? :)",4 hours ago (edited)
@jfcostalrv,THIS IS LINKIN PARK!,4 hours ago
@mrgonzale0978,they going to still complaining and crying anyway. like always.,4 hours ago
@nulldmg27,"Chester was a huge part of their sound, but this shows they can still sound like Linkin Park with a new singer. Their sound was always a band effort.",4 hours ago
@benjaminm8587,I fell again in love with LP omg! And Emily :3,4 hours ago (edited)
@ceuazul7006,"Nossa Nossa  👄 mulher de terno é outro nivel , agora a música tá massa demais",4 hours ago
@davidnagy4723,i know im gonna get sht for that but this chick doesnt deserve the hype. no im not saying she is bad but she is not even close as good as ppl claim her to be...,4 hours ago
@Serena3473,This just makes me so happy 😊,4 hours ago
@IntellektuellerZuruf,Actually Lp gets many NEW fans..,4 hours ago
@michalslatina8004,"Emily is definitely DEMON. She in this, totaly NAILS IT!!! Super video. I never seen LP in suits. 👍👌👍👍👍👍👍👍",4 hours ago
@rogermeneses2893,Random BMX bike definitely bringing me back to Middle school lol,4 hours ago
@Wabambrah,🔥🥹,4 hours ago
@palomagomes2814,This is linkin park,4 hours ago
@viraj24_,Man we are eating gooood,4 hours ago
@lelokek2967,"Эмили буквально, тот человек, которого можно описать фразой: ""этой больше не наливайте""",4 hours ago
@aurelienhaplos8597,Same old story....,4 hours ago
@studiopisces88,Emily...keep going sweet heart,4 hours ago
@Travelalgarve,Well done! 100%!,4 hours ago
@FADE_FROM_VIEW,Hahn Wick.,4 hours ago
@KseniaIce9,"Thats what we were missing for years, thank you, LinkinPark!",4 hours ago
@chomplor,Lo de ella no son los gritos...,4 hours ago
@shirozaki1110,Me sinto no começo dos anos 2000 que maravilha,4 hours ago
@GenesisXTRM,"This one goes out to all the LP ""fans"" that think the band should've died with Chester. Love and miss him....but I'm glad the music is still alive....",4 hours ago
@Nikita.Landman,Хорош!),4 hours ago
@wandersonrolemberg3255,"A Emily Armstrong é o Chester Bennigton de calcinha....ela nunca será igual a ele, mas é uma substituta a altura.canta pra caralho.....",4 hours ago
@ervinlopez6804,Oh lord! Wow I'm amazed!!! I love them❤❤❤❤❤,4 hours ago
@RaulZombie,Shinoda salvando La banda,4 hours ago
@pocve3222,I love this one bc it’s similar to faint dude this is incredible love from Gaza Palestine 🇵🇸,4 hours ago
@WillkommeninWutzbach,Banger🔥🔥🔥🔥,4 hours ago (edited)
@novemberfifteen7096,❤❤❤❤,4 hours ago
@sergusbower1270,Absolutely love it. The video as well. Suits and something about a female vocalist is special. Thanks for bringing back Tunes.,4 hours ago
